user_id,city,age_group,user_type,orders_per_month,avg_order_value_inr,delivery_time_min,campaign_exposed,discount_used,zepto_pass_member,order_category,repeat_purchase
330,Surat,25-34,New,7,610.7,6.96,Meme Marketing,1,1,Grocery,1
331,Mumbai,18-24,Returning,3,281.18,6.31,Festival Offer,1,1,Grocery,0
332,Mumbai,25-34,New,8,508.58,8.22,Meme Marketing,1,0,Snacks,0
333,Hyderabad,25-34,Returning,8,667.08,6.27,Influencer,0,1,Private Label,0
334,Bangalore,25-34,Returning,6,317.36,6.39,Zepto Pass,1,1,Private Label,0
335,Pune,45+,New,8,564.08,8.46,Festival Offer,1,1,Household,1
336,Surat,18-24,New,8,487.43,9.27,Uncle Ji,1,1,Snacks,0
337,Chennai,25-34,New,6,535.26,7.43,Zepto Pass,1,0,Private Label,0
338,Bangalore,25-34,Returning,12,329.23,9.34,Festival Offer,1,0,Private Label,1
339,Hyderabad,25-34,Returning,5,648.62,8.97,Zepto Pass,1,0,Private Label,0
340,Hyderabad,35-44,New,4,339.64,9.61,Referral,1,0,Personal Care,0
341,Bangalore,25-34,Returning,10,496.88,7.24,Meme Marketing,1,0,Private Label,1
342,Hyderabad,45+,New,10,412.41,11.78,Meme Marketing,0,0,Personal Care,1
343,Bangalore,18-24,Returning,7,484.4,7.09,Referral,1,1,Private Label,0
344,Delhi,18-24,Returning,6,301.99,7.86,Referral,0,1,Grocery,0
345,Bangalore,35-44,New,1,272.72,9.57,Zepto Pass,1,1,Personal Care,1
346,Jaipur,25-34,Returning,4,454.44,8.98,Meme Marketing,0,0,Personal Care,1
347,Bangalore,18-24,New,7,375.93,10.07,Uncle Ji,0,0,Household,0
348,Hyderabad,18-24,New,9,371.85,8.34,Influencer,0,0,Private Label,0
349,Surat,18-24,New,5,485.38,6.96,Festival Offer,0,0,Snacks,0
350,Jaipur,35-44,New,4,240.64,6.51,Referral,1,1,Snacks,0
351,Hyderabad,18-24,Returning,6,564.83,11.47,Uncle Ji,0,0,Snacks,0
352,Mumbai,25-34,Returning,4,434.34,8.35,Uncle Ji,1,0,Snacks,1
353,Mumbai,18-24,Returning,6,511.54,8.55,Zepto Pass,1,0,Grocery,0
354,Surat,25-34,New,3,483.28,11.5,Referral,0,0,Snacks,1
355,Surat,18-24,New,3,489.9,8.06,Uncle Ji,1,0,Household,1
356,Jaipur,25-34,Returning,6,276.19,8.84,Influencer,1,0,Snacks,0
357,Delhi,18-24,Returning,5,559.76,7.25,Uncle Ji,1,0,Household,1
358,Surat,35-44,New,10,452.75,6.83,Influencer,1,0,Personal Care,1
359,Mumbai,18-24,Returning,6,363,11.63,Influencer,0,0,Private Label,0
360,Bangalore,25-34,Returning,10,404.97,11.66,Influencer,1,1,Snacks,0
361,Hyderabad,35-44,Returning,6,463.46,10.33,Referral,0,0,Household,1
362,Mumbai,25-34,Returning,6,441.63,10.28,Influencer,1,0,Household,0
363,Mumbai,25-34,New,4,491.67,9.93,Referral,1,0,Private Label,1
364,Delhi,25-34,New,4,618.41,7.69,Uncle Ji,0,0,Personal Care,0
365,Jaipur,25-34,Returning,2,295.6,9.24,Influencer,1,0,Snacks,1
366,Jaipur,25-34,New,6,510.03,8.04,Meme Marketing,0,0,Household,0
367,Pune,45+,Returning,3,407.12,4.92,Uncle Ji,0,0,Snacks,0
368,Delhi,25-34,Returning,7,557.11,10.48,Festival Offer,1,0,Grocery,0
369,Bangalore,25-34,New,5,615.08,9.63,Meme Marketing,1,1,Household,1
370,Jaipur,35-44,Returning,5,443.53,6.82,Meme Marketing,1,1,Personal Care,1
371,Hyderabad,25-34,New,7,494.5,8.26,Zepto Pass,0,0,Private Label,1
372,Surat,18-24,Returning,5,565.93,10.38,Referral,1,0,Household,0
373,Delhi,25-34,Returning,4,539.79,9,Zepto Pass,0,1,Grocery,1
374,Surat,45+,Returning,8,570.81,6.25,Referral,0,1,Private Label,1
375,Mumbai,18-24,Returning,5,384.23,6.98,Zepto Pass,1,1,Personal Care,1
376,Hyderabad,25-34,Returning,5,357.97,11.59,Uncle Ji,1,0,Snacks,0
377,Hyderabad,18-24,Returning,4,283.66,8.9,Meme Marketing,1,0,Snacks,1
378,Mumbai,25-34,Returning,6,396.56,10.39,Uncle Ji,1,1,Household,1
379,Delhi,18-24,New,6,409.9,11.56,Referral,0,1,Private Label,1
380,Mumbai,25-34,New,4,402.77,8.11,Meme Marketing,0,0,Grocery,1
381,Surat,35-44,New,7,479.07,9.33,Meme Marketing,1,1,Grocery,0
382,Pune,25-34,New,4,482.19,5.85,Referral,1,0,Personal Care,1
383,Hyderabad,25-34,Returning,6,412.15,7.89,Uncle Ji,0,0,Private Label,1
384,Chennai,35-44,Returning,8,461.61,9.66,Meme Marketing,0,0,Private Label,1
385,Chennai,45+,Returning,4,519.21,8.51,Festival Offer,0,0,Snacks,1
386,Surat,18-24,New,3,324.15,9.48,Uncle Ji,0,1,Personal Care,1
387,Bangalore,25-34,Returning,7,531.99,10.19,Uncle Ji,1,1,Personal Care,1
388,Jaipur,18-24,New,4,346.64,9.64,Uncle Ji,1,1,Personal Care,1
389,Mumbai,45+,Returning,8,592.69,9.3,Meme Marketing,1,0,Private Label,1
390,Mumbai,45+,Returning,9,439.95,9.09,Influencer,1,0,Snacks,1
391,Bangalore,25-34,New,6,427.69,7.95,Zepto Pass,1,0,Personal Care,0
392,Bangalore,35-44,New,6,205.24,7.41,Referral,0,0,Snacks,1
393,Surat,25-34,New,7,498.95,10.83,Uncle Ji,1,1,Personal Care,0
394,Surat,25-34,Returning,11,431.41,9.99,Meme Marketing,1,0,Private Label,1
395,Bangalore,18-24,Returning,3,440.9,7.62,Referral,0,0,Snacks,1
396,Hyderabad,35-44,Returning,8,408.83,8.9,Influencer,1,0,Household,1
397,Surat,18-24,New,3,495.02,6.71,Festival Offer,1,0,Personal Care,0
398,Pune,35-44,Returning,4,519.06,8.08,Influencer,0,1,Private Label,1
399,Surat,35-44,Returning,5,478.08,9.6,Meme Marketing,0,0,Snacks,0
400,Mumbai,35-44,Returning,7,578.05,9.19,Uncle Ji,1,1,Grocery,1
401,Surat,18-24,New,7,333.68,8.97,Influencer,1,1,Private Label,1
402,Hyderabad,25-34,New,5,348.86,7.47,Influencer,1,0,Private Label,1
403,Bangalore,18-24,Returning,10,468.8,7.17,Influencer,0,0,Grocery,1
404,Mumbai,25-34,Returning,3,499.41,10.22,Festival Offer,1,1,Grocery,0
405,Surat,18-24,New,2,482,11.34,Meme Marketing,0,0,Household,1
406,Hyderabad,45+,New,5,265.5,9.62,Referral,0,1,Household,0
407,Pune,25-34,Returning,6,275.7,8.54,Zepto Pass,0,0,Household,1
408,Surat,25-34,Returning,7,397.83,10.64,Meme Marketing,1,0,Private Label,1
409,Hyderabad,25-34,Returning,5,205.29,7.54,Uncle Ji,0,1,Private Label,1
410,Pune,25-34,Returning,5,451.31,10.38,Meme Marketing,0,1,Private Label,1
411,Bangalore,25-34,Returning,7,411.02,7.91,Meme Marketing,0,0,Household,1
412,Surat,25-34,New,8,310.26,7.98,Festival Offer,0,0,Snacks,1
413,Pune,45+,Returning,2,353.79,8.3,Zepto Pass,0,0,Private Label,1
414,Mumbai,25-34,Returning,10,433.17,8.65,Zepto Pass,1,1,Private Label,0
415,Bangalore,45+,Returning,5,240.78,10.17,Zepto Pass,1,0,Private Label,1
416,Mumbai,35-44,Returning,5,347.59,6.84,Referral,1,0,Household,0
417,Chennai,18-24,New,7,388.39,7.89,Meme Marketing,1,1,Personal Care,1
418,Delhi,45+,New,5,384.02,9.11,Festival Offer,0,0,Household,1
419,Surat,18-24,New,9,387.47,9.64,Uncle Ji,1,0,Personal Care,1
420,Pune,35-44,New,14,583.09,6.24,Zepto Pass,0,1,Household,0
421,Delhi,25-34,New,8,533.83,7.61,Zepto Pass,1,0,Snacks,0
422,Delhi,35-44,Returning,7,342.82,6.18,Meme Marketing,1,0,Snacks,1
423,Pune,35-44,Returning,5,295.54,7.75,Uncle Ji,1,0,Private Label,1
424,Bangalore,35-44,Returning,10,370.4,8.14,Festival Offer,0,1,Household,1
425,Surat,35-44,Returning,6,567.26,9.55,Zepto Pass,0,0,Personal Care,0
426,Chennai,25-34,Returning,3,164.72,5.36,Meme Marketing,0,0,Personal Care,1
427,Mumbai,18-24,Returning,3,430.03,9.78,Influencer,1,1,Snacks,0
428,Hyderabad,25-34,Returning,6,383.03,8.04,Festival Offer,1,0,Private Label,1
429,Mumbai,18-24,New,7,563.8,8.29,Referral,1,1,Personal Care,1
430,Hyderabad,25-34,New,9,537.74,10.26,Festival Offer,0,0,Household,1
431,Mumbai,25-34,Returning,8,243.82,10.82,Meme Marketing,1,1,Private Label,0
432,Pune,45+,Returning,5,563.6,7.82,Zepto Pass,1,1,Household,1
433,Chennai,25-34,Returning,10,139.95,7.81,Festival Offer,0,1,Household,1
434,Surat,35-44,New,4,493.47,8.27,Uncle Ji,0,0,Snacks,1
435,Hyderabad,18-24,New,7,504.25,7.8,Influencer,1,1,Household,1
436,Surat,35-44,Returning,5,622.22,6.65,Uncle Ji,1,0,Grocery,1
437,Surat,45+,New,6,447.28,8.75,Uncle Ji,0,1,Private Label,0
438,Surat,25-34,Returning,7,340.27,7.81,Uncle Ji,0,0,Grocery,1
439,Jaipur,25-34,Returning,4,299,8.95,Meme Marketing,1,0,Household,1
440,Bangalore,35-44,Returning,7,595.23,11.36,Meme Marketing,0,0,Household,1
441,Mumbai,18-24,Returning,4,623.65,8.64,Festival Offer,0,0,Snacks,0
442,Surat,25-34,Returning,9,366.18,7.67,Referral,1,0,Snacks,0
443,Mumbai,25-34,Returning,10,422.66,8.39,Influencer,1,1,Snacks,1
444,Surat,18-24,Returning,4,583.6,8.99,Festival Offer,1,0,Snacks,0
445,Hyderabad,25-34,Returning,5,512.29,8.55,Uncle Ji,1,1,Personal Care,1
446,Bangalore,18-24,New,8,397.59,7.96,Festival Offer,1,0,Snacks,1
447,Bangalore,18-24,New,10,328.84,6.31,Zepto Pass,1,0,Household,1
448,Pune,18-24,New,8,319.04,9.75,Festival Offer,1,0,Household,1
449,Jaipur,45+,Returning,9,534.4,7.46,Festival Offer,0,0,Private Label,1
450,Pune,25-34,Returning,8,375.96,10.99,Uncle Ji,0,0,Grocery,1
451,Pune,45+,Returning,8,371.21,8.25,Festival Offer,0,1,Personal Care,0
452,Pune,25-34,New,6,493.43,8.03,Influencer,1,0,Personal Care,1
453,Pune,25-34,New,2,429.67,8.09,Uncle Ji,1,1,Private Label,0
454,Pune,25-34,Returning,9,466.73,9.03,Meme Marketing,0,0,Private Label,1
455,Chennai,25-34,New,2,381.12,7.5,Meme Marketing,0,1,Snacks,0
456,Bangalore,18-24,Returning,2,376.13,7.79,Festival Offer,0,0,Private Label,1
457,Pune,25-34,Returning,4,331.87,9.73,Festival Offer,0,1,Personal Care,1
458,Surat,18-24,Returning,4,505.08,7.27,Influencer,1,0,Grocery,0
459,Bangalore,25-34,New,5,430.21,9.62,Referral,1,0,Grocery,1
460,Bangalore,25-34,New,6,455.18,10.04,Uncle Ji,0,0,Personal Care,1
461,Delhi,18-24,New,9,297.63,9.8,Influencer,0,0,Snacks,1
462,Chennai,18-24,Returning,6,503.48,9.15,Festival Offer,0,0,Grocery,1
463,Pune,35-44,Returning,4,457.45,6.09,Festival Offer,1,0,Grocery,1
464,Mumbai,25-34,New,5,507.64,6.98,Festival Offer,1,1,Snacks,0
465,Hyderabad,18-24,Returning,5,461.42,6.77,Festival Offer,1,0,Grocery,0
466,Jaipur,45+,Returning,5,454.32,8.23,Zepto Pass,1,0,Household,1
467,Surat,18-24,New,12,201.58,8.85,Festival Offer,1,0,Personal Care,1
468,Mumbai,25-34,Returning,5,556.53,7.01,Festival Offer,1,1,Grocery,1
469,Chennai,45+,Returning,5,261.55,8.54,Zepto Pass,1,0,Grocery,1
470,Hyderabad,18-24,New,4,544.45,9.83,Referral,0,1,Snacks,1
471,Chennai,18-24,New,7,411.26,7.3,Meme Marketing,1,0,Grocery,0
472,Surat,18-24,Returning,7,227.19,7.57,Festival Offer,1,0,Snacks,0
473,Bangalore,25-34,Returning,4,409.66,10.57,Festival Offer,1,0,Personal Care,1
474,Hyderabad,18-24,Returning,7,239.97,7.41,Influencer,0,1,Household,0
475,Bangalore,25-34,Returning,6,552.96,9.31,Uncle Ji,0,0,Private Label,1
476,Surat,18-24,Returning,8,358.11,10.66,Influencer,0,0,Personal Care,1
477,Mumbai,25-34,Returning,4,295.06,7.03,Festival Offer,0,1,Grocery,0
478,Surat,45+,Returning,4,499.3,7.14,Referral,1,0,Household,0
479,Mumbai,35-44,Returning,3,414.92,8.45,Influencer,1,1,Private Label,0
480,Hyderabad,25-34,New,10,482.42,8.9,Referral,1,1,Private Label,0
481,Hyderabad,25-34,Returning,9,406.33,7.84,Referral,1,1,Grocery,1
482,Pune,25-34,Returning,2,558.8,11.76,Festival Offer,1,0,Private Label,0
483,Chennai,25-34,Returning,4,371.82,9.61,Referral,1,0,Private Label,0
484,Pune,25-34,Returning,5,230.89,7.59,Influencer,0,1,Personal Care,1
485,Chennai,18-24,New,5,288.68,6.75,Zepto Pass,1,0,Personal Care,1
486,Pune,35-44,New,6,472.22,8.71,Uncle Ji,0,0,Private Label,1
487,Bangalore,25-34,New,3,341.06,9.46,Referral,1,0,Snacks,1
488,Hyderabad,18-24,Returning,5,574.01,11.56,Festival Offer,1,0,Grocery,1
489,Mumbai,25-34,Returning,10,279.52,8.91,Meme Marketing,1,1,Snacks,0
490,Chennai,25-34,New,5,542.19,8.44,Referral,0,1,Snacks,1
491,Surat,35-44,Returning,4,368.03,7.34,Influencer,0,0,Private Label,1
492,Chennai,35-44,Returning,6,576.9,9.36,Referral,0,1,Grocery,1
493,Mumbai,35-44,Returning,3,480.68,10.33,Meme Marketing,1,0,Snacks,0
494,Pune,18-24,Returning,7,443.1,6.12,Zepto Pass,1,1,Personal Care,1
495,Chennai,25-34,Returning,4,499.73,8.91,Influencer,0,0,Personal Care,0
496,Jaipur,25-34,Returning,7,567.2,7.27,Influencer,1,0,Grocery,0
497,Bangalore,18-24,New,3,413.9,6.76,Festival Offer,0,0,Snacks,1
498,Hyderabad,18-24,New,6,194.76,11.34,Influencer,1,0,Household,1
499,Mumbai,35-44,Returning,6,564.01,10.13,Meme Marketing,0,0,Household,0
500,Hyderabad,18-24,Returning,4,387.45,7.89,Influencer,0,0,Grocery,1
501,Jaipur,25-34,Returning,8,727.19,8.56,Zepto Pass,1,1,Grocery,1
502,Chennai,18-24,New,9,347.68,8.32,Uncle Ji,1,1,Household,1
503,Chennai,18-24,New,1,374.3,7.11,Uncle Ji,0,1,Snacks,1
504,Surat,18-24,Returning,6,509.33,7.99,Referral,1,1,Snacks,1
505,Jaipur,45+,New,4,511.39,9.98,Uncle Ji,1,1,Private Label,1
506,Mumbai,35-44,Returning,9,470.71,7.95,Meme Marketing,1,1,Grocery,1
507,Surat,45+,Returning,6,352.81,9.5,Uncle Ji,1,0,Snacks,0
508,Bangalore,25-34,Returning,4,280.78,7.96,Meme Marketing,1,1,Household,0
509,Surat,18-24,Returning,6,338.75,7.02,Meme Marketing,1,1,Household,0
510,Delhi,25-34,Returning,3,238,10.59,Referral,1,0,Personal Care,1
511,Mumbai,25-34,New,6,667.61,5.6,Uncle Ji,1,0,Snacks,1
512,Delhi,35-44,Returning,10,297.05,11.48,Referral,1,0,Private Label,1
513,Jaipur,18-24,Returning,8,384.71,10.3,Influencer,1,1,Private Label,0
514,Pune,25-34,Returning,7,503.09,9.07,Zepto Pass,1,1,Grocery,1
515,Delhi,18-24,Returning,2,420.63,8.13,Uncle Ji,0,1,Personal Care,1
516,Bangalore,25-34,Returning,2,349.04,8.25,Influencer,1,1,Household,1
517,Surat,35-44,Returning,9,402.17,9.1,Festival Offer,1,0,Household,1
518,Pune,25-34,New,9,346.97,9.08,Influencer,0,1,Grocery,1
519,Surat,25-34,Returning,10,389.47,7.36,Referral,0,0,Private Label,1
520,Delhi,25-34,Returning,10,466.87,8.9,Referral,1,0,Private Label,1
521,Surat,25-34,Returning,3,295.6,9.19,Zepto Pass,1,1,Household,1
522,Jaipur,35-44,Returning,8,549.65,8.35,Zepto Pass,0,1,Grocery,1
523,Pune,35-44,New,8,428.72,12.16,Zepto Pass,0,1,Snacks,0
524,Jaipur,45+,Returning,8,349.98,8.6,Zepto Pass,1,0,Personal Care,0
525,Delhi,35-44,Returning,5,382.12,6.15,Referral,0,1,Private Label,1
526,Jaipur,25-34,Returning,4,560.09,7.28,Meme Marketing,1,0,Private Label,1
527,Bangalore,25-34,Returning,7,518.21,9.86,Referral,1,0,Private Label,1
528,Delhi,25-34,New,6,448.8,7.72,Meme Marketing,1,0,Snacks,1
529,Delhi,18-24,New,7,347.94,7.31,Referral,0,1,Snacks,0
530,Delhi,35-44,Returning,2,488.19,10.89,Festival Offer,0,0,Personal Care,1
531,Mumbai,18-24,New,4,421.7,9.05,Referral,1,0,Private Label,0
532,Surat,45+,Returning,2,629.48,7.9,Zepto Pass,1,1,Household,0
533,Mumbai,25-34,New,6,415.49,4.65,Meme Marketing,0,1,Private Label,1
534,Mumbai,25-34,New,4,622.06,9.73,Influencer,0,0,Personal Care,1
535,Bangalore,25-34,Returning,8,443.38,8.82,Festival Offer,1,0,Personal Care,1
536,Pune,35-44,Returning,1,295.58,10.75,Influencer,1,1,Household,1
537,Surat,25-34,Returning,7,815.61,7.16,Festival Offer,1,1,Snacks,1
538,Jaipur,25-34,Returning,2,246.36,8.24,Influencer,0,0,Household,0
539,Chennai,18-24,New,6,182.79,9.25,Zepto Pass,0,0,Personal Care,1
540,Delhi,25-34,Returning,6,171.03,10.68,Influencer,0,1,Household,0
541,Jaipur,18-24,Returning,8,748.76,9.19,Referral,0,0,Private Label,0
542,Delhi,35-44,New,5,674.88,7.74,Zepto Pass,1,0,Personal Care,1
543,Bangalore,25-34,Returning,8,437.28,10.75,Influencer,1,0,Snacks,1
544,Delhi,25-34,Returning,5,472.1,8.33,Zepto Pass,0,0,Snacks,1
545,Mumbai,18-24,Returning,9,450.11,9.07,Referral,1,1,Household,0
546,Surat,18-24,New,5,207.52,9.93,Zepto Pass,1,0,Household,0
547,Chennai,35-44,New,8,595.06,11.14,Influencer,1,0,Household,0
548,Hyderabad,18-24,New,2,579.34,9.35,Zepto Pass,1,1,Private Label,0
549,Delhi,18-24,Returning,3,272.27,12.68,Festival Offer,1,1,Snacks,0
550,Jaipur,18-24,Returning,2,459.08,8.67,Uncle Ji,1,1,Personal Care,1
551,Mumbai,45+,New,6,411.19,9.24,Influencer,0,0,Personal Care,0
552,Hyderabad,35-44,Returning,9,394.66,7.87,Referral,0,0,Snacks,0
553,Chennai,25-34,Returning,5,338.51,9.28,Meme Marketing,1,0,Household,1
554,Hyderabad,18-24,Returning,1,406.52,9.25,Zepto Pass,1,0,Grocery,1
555,Mumbai,25-34,Returning,11,356.78,10.37,Festival Offer,0,0,Household,0
556,Surat,35-44,New,3,547.71,9.47,Zepto Pass,1,1,Snacks,1
557,Surat,25-34,Returning,11,416.68,8.01,Influencer,0,1,Private Label,1
558,Pune,18-24,Returning,5,336.89,9.18,Festival Offer,1,1,Household,1
559,Surat,18-24,Returning,5,416.97,7.79,Influencer,1,1,Personal Care,1
560,Pune,18-24,Returning,4,403.04,9.62,Uncle Ji,1,1,Private Label,1
561,Hyderabad,25-34,New,10,397.99,7.96,Referral,1,1,Snacks,1
562,Bangalore,35-44,Returning,5,501.25,6.7,Festival Offer,1,1,Grocery,1
563,Jaipur,18-24,New,4,386.8,7.1,Festival Offer,0,1,Household,1
564,Jaipur,18-24,Returning,3,351.47,7.04,Zepto Pass,1,0,Private Label,1
565,Hyderabad,18-24,Returning,4,256.79,8.01,Zepto Pass,0,0,Private Label,1
566,Delhi,45+,New,7,418.97,7.53,Meme Marketing,1,1,Personal Care,1
567,Delhi,18-24,Returning,3,569.44,8.77,Festival Offer,1,0,Household,1
568,Surat,35-44,New,4,405.14,8.21,Zepto Pass,1,1,Grocery,1
569,Jaipur,25-34,Returning,10,359.78,9.57,Zepto Pass,1,1,Private Label,0
570,Jaipur,25-34,Returning,4,329.13,9.37,Uncle Ji,1,1,Personal Care,1
571,Pune,18-24,Returning,8,213.14,8.31,Meme Marketing,0,0,Household,1
572,Bangalore,18-24,Returning,5,561.17,10.66,Zepto Pass,1,0,Household,1
573,Mumbai,25-34,Returning,3,478.16,7.41,Zepto Pass,0,0,Grocery,0
574,Delhi,35-44,Returning,9,512.36,10.31,Referral,0,1,Personal Care,1
575,Jaipur,25-34,Returning,6,450.13,9.03,Festival Offer,0,0,Grocery,1
576,Pune,25-34,Returning,8,323.36,8.21,Zepto Pass,1,1,Private Label,1
577,Chennai,18-24,New,5,381.98,10.49,Uncle Ji,1,1,Snacks,1
578,Pune,45+,Returning,4,359.94,9.64,Zepto Pass,0,1,Snacks,1
579,Delhi,35-44,New,8,369.98,7.19,Festival Offer,0,1,Grocery,1
580,Delhi,18-24,Returning,4,370.71,9.35,Zepto Pass,1,1,Grocery,1
581,Pune,45+,New,7,552.57,9.34,Influencer,1,0,Snacks,1
582,Mumbai,25-34,New,7,662.61,10.31,Zepto Pass,1,1,Private Label,1
583,Hyderabad,25-34,Returning,6,315.33,9.68,Meme Marketing,1,0,Grocery,1
584,Delhi,35-44,Returning,5,399.69,9.79,Festival Offer,1,0,Private Label,1
585,Pune,35-44,Returning,9,446.01,8.14,Festival Offer,1,0,Private Label,1
586,Jaipur,25-34,New,7,302.35,8.49,Influencer,1,1,Personal Care,0
587,Pune,18-24,Returning,10,426.34,8.42,Meme Marketing,1,0,Private Label,1
588,Bangalore,25-34,Returning,4,462.2,6.4,Meme Marketing,1,1,Household,1
589,Hyderabad,45+,Returning,2,410.64,10.73,Festival Offer,1,1,Snacks,1
590,Chennai,18-24,New,9,495.24,7.12,Uncle Ji,1,1,Snacks,1
591,Mumbai,25-34,Returning,10,420.04,9.2,Zepto Pass,0,0,Grocery,1
592,Surat,25-34,New,7,120,8.3,Meme Marketing,1,1,Grocery,1
593,Chennai,25-34,Returning,3,304.74,8.44,Zepto Pass,1,1,Personal Care,0
594,Hyderabad,25-34,Returning,6,591.89,9.82,Zepto Pass,1,0,Personal Care,0
595,Hyderabad,45+,Returning,7,482.43,7.63,Uncle Ji,1,1,Household,0
596,Hyderabad,18-24,Returning,9,120,9.48,Uncle Ji,1,0,Grocery,0
597,Chennai,18-24,Returning,4,238.78,9.5,Meme Marketing,0,0,Snacks,1
598,Jaipur,18-24,Returning,8,506.62,7.64,Meme Marketing,0,1,Household,1
599,Hyderabad,35-44,Returning,10,350.86,10.17,Festival Offer,1,0,Grocery,1
600,Pune,25-34,Returning,9,120,10.85,Influencer,1,0,Household,1
601,Chennai,18-24,Returning,8,547.13,11.84,Zepto Pass,1,1,Private Label,1
602,Surat,35-44,Returning,7,506.86,8.41,Festival Offer,1,0,Private Label,0
603,Hyderabad,35-44,Returning,6,320.48,9.09,Zepto Pass,1,0,Household,0
604,Pune,35-44,Returning,7,569.4,9.18,Uncle Ji,1,1,Grocery,1
605,Jaipur,45+,Returning,8,325.03,9.8,Uncle Ji,0,1,Private Label,0
606,Bangalore,18-24,Returning,4,345.25,11.42,Festival Offer,1,1,Private Label,1
607,Jaipur,35-44,New,7,361.72,9.53,Meme Marketing,1,1,Household,0
608,Surat,25-34,Returning,15,192.54,9.57,Influencer,1,0,Private Label,1
609,Hyderabad,35-44,Returning,2,469.52,7.16,Influencer,0,1,Snacks,1
610,Surat,35-44,New,8,482.41,11.87,Uncle Ji,0,1,Private Label,1
611,Chennai,35-44,New,8,364.98,8.09,Uncle Ji,0,0,Household,0
612,Delhi,25-34,Returning,3,504.75,4.81,Influencer,1,1,Private Label,0
613,Hyderabad,18-24,Returning,5,229.06,5.39,Influencer,1,1,Private Label,1
614,Delhi,25-34,Returning,4,502.33,9.29,Meme Marketing,1,0,Personal Care,1
615,Pune,45+,New,4,459.05,6.89,Influencer,0,1,Household,0
616,Bangalore,45+,Returning,3,337.12,8.88,Zepto Pass,0,1,Household,0
617,Mumbai,18-24,New,4,469.69,6.56,Influencer,0,0,Personal Care,0
618,Surat,18-24,Returning,6,314.21,9.26,Referral,0,1,Personal Care,1
619,Jaipur,18-24,New,11,552.61,9.65,Influencer,1,1,Snacks,1
620,Bangalore,35-44,New,4,483.25,9.06,Uncle Ji,1,1,Private Label,0
621,Hyderabad,35-44,New,6,463.64,7.76,Uncle Ji,0,0,Grocery,1
622,Delhi,18-24,Returning,4,364.52,10.12,Referral,0,0,Grocery,1
623,Jaipur,25-34,New,9,513.02,8.2,Zepto Pass,0,0,Personal Care,1
624,Delhi,35-44,Returning,8,564.45,8.52,Influencer,0,1,Household,1
625,Chennai,35-44,Returning,3,612.83,8.04,Influencer,1,1,Household,0
626,Delhi,25-34,Returning,13,354.57,8.4,Referral,1,0,Snacks,1
627,Chennai,25-34,Returning,7,518.22,11.61,Meme Marketing,1,0,Grocery,1
628,Pune,25-34,Returning,9,587.45,8.79,Meme Marketing,1,0,Household,1
629,Jaipur,18-24,New,4,390.83,6.9,Zepto Pass,0,1,Snacks,1
630,Jaipur,25-34,Returning,10,588.65,7.36,Influencer,0,1,Snacks,0
631,Mumbai,25-34,New,6,439.06,8.39,Influencer,0,0,Personal Care,1
632,Hyderabad,35-44,New,9,297.76,7.61,Influencer,1,0,Grocery,1
633,Chennai,25-34,Returning,9,334.8,10.22,Uncle Ji,1,0,Snacks,1
634,Mumbai,35-44,Returning,9,246.79,6.67,Festival Offer,1,0,Snacks,1
635,Delhi,18-24,Returning,11,415.33,8.62,Meme Marketing,0,1,Snacks,0
636,Delhi,25-34,Returning,4,400.78,10.32,Festival Offer,1,0,Grocery,0
637,Mumbai,18-24,Returning,5,442.61,7.85,Referral,0,0,Personal Care,1
638,Jaipur,18-24,New,2,583.4,9.46,Festival Offer,0,1,Private Label,0
639,Delhi,35-44,New,7,418.03,8.74,Uncle Ji,1,1,Household,1
640,Surat,45+,New,5,387.94,8.75,Uncle Ji,1,1,Grocery,1
641,Pune,18-24,New,8,396.06,9.57,Meme Marketing,1,1,Grocery,0
642,Pune,25-34,Returning,5,197.6,6.01,Influencer,1,1,Grocery,1
643,Surat,35-44,Returning,6,502.02,10.61,Zepto Pass,0,1,Private Label,0
644,Mumbai,18-24,New,5,401.9,5.95,Festival Offer,0,1,Household,1
645,Surat,25-34,Returning,2,429.64,10.5,Referral,0,1,Household,0
646,Chennai,35-44,Returning,7,395.91,9.45,Meme Marketing,0,1,Snacks,0
647,Chennai,25-34,New,9,435.29,9.51,Zepto Pass,0,0,Snacks,1
648,Mumbai,18-24,New,5,262.59,11.22,Meme Marketing,1,0,Personal Care,1
649,Surat,25-34,New,5,419.87,10.58,Meme Marketing,0,0,Grocery,0
650,Chennai,35-44,New,7,347.52,10.02,Meme Marketing,1,1,Personal Care,0
651,Jaipur,25-34,New,4,424.19,8.36,Meme Marketing,1,1,Grocery,1
652,Surat,18-24,Returning,9,298.2,8.26,Influencer,0,1,Household,1
653,Jaipur,35-44,New,1,477.43,10.06,Uncle Ji,1,0,Personal Care,1
654,Chennai,18-24,Returning,9,422.57,9.48,Festival Offer,1,0,Household,0
655,Pune,35-44,Returning,1,264.54,9.25,Meme Marketing,1,1,Snacks,1
656,Chennai,18-24,Returning,6,533.56,8.71,Zepto Pass,0,0,Household,0
657,Jaipur,45+,Returning,5,358.28,8.19,Festival Offer,1,0,Private Label,0
658,Bangalore,25-34,New,5,376.97,6.72,Zepto Pass,0,1,Personal Care,1
659,Hyderabad,25-34,Returning,10,515.79,9.77,Zepto Pass,1,0,Grocery,1
660,Delhi,18-24,Returning,3,548.81,8.53,Uncle Ji,0,0,Household,1
